Page,Title,Type,Location,Size,Price,Links,Description
2,Store 110 m ground floor in Kaya Mall - October Gardens,Commercial,October Gardens,110 M²,"5,220,000EGP",https://aqarmap.com.eg/en/listing/2676956-projects-kaya_mall,"Kaya Plaza Mall is one of the most important malls with full services of commercial units, offices and clinics in the 6th of October, affiliated to First Group Real Estate.The acquisition of a unit in the mall to establish your own project is a golden opportunity due to its distinguished location on the most important service areas, which in turn provide visitors to the mall, reasonable prices compared to the prices of new cities such as the Fifth Settlement and Al Rehab, in addition to an easy payment systems that will not make you feel any financial burden, and its unique designs according to the latest model.Details Of Kaya Plaza Mall Project Kaya Plaza Mall is an integrated service project with luxurious designs on the latest model with international standards because it contains green spaces that provide the units with wonderful views and attract visitors to it, and service areas and facilities that facilitate the owners of the units to complete their work in the fastest time.Background Information on the Real Estate Developer of Kaya Plaza Complex First Group is a leading Egyptian real estate corporation that has the fastest growth rate in the Egyptian market among real estate companies. First Group Company is one of the integrated companies that provide lasting value to its employees, customers, partners and shareholders through its commitment to its promises, its credibility in everything it says, and its fruitful experiences that enable it to succeed in all its projects.Among the most important business sectors of First Group are: public-private partnerships, mixed-use projects, multi-family housing, commercial and retail real estate sales, and residential complexes in 6th of October First Company contributes to these projects with its services represented in construction, development and real estate management.Previous Works Of The First Group CompanyThe projects of First Group exist on the 6th of October and Sheikh Zayed with investments amounting to EGP 5 billion. Among its most prominent projects are:1. Kazan Plaza Mall, in front of the Mall of Arabia, on the Gamal Abdel Nasser Corridor, 6th of October2. Kenz , 6th of October3. Kaya Plaza MallAreas of Commercial Units in Kaya Plaza MallThe total area of ​​the Kaya Plaza mall is 12,000 square meters, and it consists of three floors, each role for a specific activity, for example:-The ground floor is dedicated to commercial units in Kaya Plaza Mall with areas starting from 200 square meters-The first floor is for commercial services, but with areas starting from 50 square meters-As for the second and last floor, it includes offices and medical clinics of various sizes suitable for different specialties. The area of units starts from 58 square meters and goes up to 325 square meters-The medical and administrative units in 6th of October shall be delivered with super lux finishes, with the option of choosing the final colors for the finishing available to the owner of the unit, and it is expected that the project units will be delivered ready in October 2021Location of Kaya Plaza Mall in 6th of OctoberAfter the success of Kazan Plaza Mall in October Gardens, First Group was keen in increasing its success by establishing another mall in a privileged location that attracts more residents to it. And thus, raising the purchase rates and investment movement in the mall. So, they were prompted to choose their project location in the Kenz Compound on 6th of October City.Kaya Plaza Mall has a direct view of the pyramids and Fayoum Road, as well as its proximity to the Mall of Egypt with a distance of 10 minutes, Zewail University with a distance of 3 minutes, the Shooting Square with a distance of 5 minutes, and Media Production City - the main destination for residents of the project - 12 minutes away, and Juhayna Square within a distance 15 minutes, which is the destination of students and athletes, which increases the investment value of the mall.The mall is linked to several main roads, preparing it to be a destination for visitors from neighboring cities with a high financial level, the most important of these roads are: the Ring Road, the Oasis Road and the 26th of July Corridor.In addition to its proximity to the most important roads and service centers, it is also adjacent to high-end residential projects such as Dreamland and Ashgar neighborhood.Services of Kaya Plaza Project In The 6th of October City-A children's play area equipped with different games suitable for all ages-Medical clinics in 6th of October and pharmacies that provide excellent medical services-3D cinema provides visitors to the mall with the element of luxury and spending an enjoyable time while shopping-A sports club to encourage business owners to follow a health regime during their work time, as well as to attract visitors looking for a sports center equipped with the latest equipment-Furniture gallery featuring various shapes and tastes-A hypermarket to provide all the basic and entertainment needs, which prevents visitors from going anywhere in search of their requirements-A bank to facilitate financial transactions between companies and businessmen-Car park to maintain the cars of visitors, store owners and real estate in the mall, and to avoid traffic congestion and congestion in front of the mall-Restaurants and cafes areas that serve the most delicious food and enjoy excellent service, including fast food outlets and a dining area seating area-Modern elevatorsPrices of Units in Kaya Plaza Mall in 6th of OctoberFirst Real Estate Group offers competitive prices compared to the quality and magnitude of the facilities and services attached to various types of properties in Kaya Plaza Mall, and excellent designs and finishing materials.The price per square meter inside commercial units for sale in 6th of October in the mall varies according to the type and area of ​​the unit, as the price per square meter in 6th of October in commercial units on the ground floor is EGP 45,000, while the price per square meter in commercial units on the first floor is EGP 35,000. As for the price per square meter for the various units in Kaya Plaza Mall, it ranges between EGP 21,000 and EGP 22,000.Payment Systems For Units in Kaya Plaza MallFirst Group Company was keen on the convenience of the customer and providing all means of payment for the acquisition of a commercial store for sale; the immediate payment system and the annual and monthly installment system are available according to the customer's circumstances.The company provides a system of owning the unit in installments represented by paying 15% as a down payment for the contract, then 0% after 3 months, then pay the rest of the amount over 6 years without interest and start the first installment 6 months after paying the 10%.Services of October Gardens AreaThe October Gardens area is a huge investment for the future, as the city provides apartments in 6th of October of various sizes and finishes for different residential segments as well as basic services to attract residents to constructing and settling in the city.October Gardens enjoys a strategic location near Al Wahat Road, half an hour from 6th of October City and 40 minutes from Sheikh Zayed, and it is also connected to neighboring cities through the Ring Road and Fayoum Road."
2,Offices 32 M² For Sale in Downtown,Offices,"Downtown, New Administrative Capital",32 M²,"736,000EGP",https://aqarmap.com.eg/en/listing/3020508-for-sale-cairo-new-administrative-capital-ldwn-twn,Offices For Sale in Downtown with size 32 M² View Garden
2,Offices in Paragon Mall - Builderia Development 80 M² Lux For sale,Offices,"مول براجون - بلدريا للتطوير, مشاريع تجارية بالعاصمة الإدارية الجديدة",80 M²,"3,200,000EGP",https://aqarmap.com.eg/en/listing/3115376-for-sale-cairo-new-administrative-capital-new-capital-commercial-projects-mwl-brjwn-bldry-llttwyr,"Offices 80 M² Lux View Main Street, third floor, three rooms, one baths"
3,Office for sale 169m in V90 Mall - New Cairo,Offices,New Cairo,169 M²,"8,290,094EGP",https://aqarmap.com.eg/en/listing/2770509-projects-v90-mall,"V 90 Mall:V 90 Mall features many services as it consists of 3 floorsthe indoor area ​​5313 meters, the building area of ​​346 is distributed over 3 floorsAnd 33 unitsDistributors between offices - shops - garages - restaurantsAlso, there are many services such as security and guardingEscalatorsLiftsDeveloper:Urban Development has established itself as the agile growing leader in the industry. Our priority is providing the utmost human experience by capitalizing on luxury and comfort in all of our projects. We are developers who are building community. Our people bring their technical knowledge, expertise, and resourcefulness to the delivery of every construction service we provide in a culture that nurtures nothing but excellence and innovation.Facilities:Security2 Elevators2 EscalatorsPublic ToiletsPrayer RoomService ElevatorStaff LockersF&B Service CorridorStorage AreaCommon Meeting RoomsLocation:V90 mall is at the heart of New Cairo, our premium location lies on North90 St., as part of the commercial area of Katameya Hills compound.ENUE Strategically placed near commercial hubs and Petrosport stadium.Payment systems:2022 delivery dateDelivery: semi finishedPayment Plan: 10% downpayment and installments over 5 years"
3,Administrative 129m for sale in cairo capital center - New Cairo,Administrative,New Cairo,129 M²,"5,676,000EGP",https://aqarmap.com.eg/en/listing/2723680-projects-cairo-capital-center,"Cairo Capital Center Mall is one of the most important and prominent administrative projects implemented in New Cairo by Catalyst Investment and Real Estate Development Company.This project is characterized by providing a wide range of distinguished facilities and services.Details on Cairo Capital Center Mall The Cairo Capital Center Mall extends over an area of ​​2 acres, with an area of ​​770,000 square meters. It is an administrative and commercial project, with integrated services.Catalyst, the real estate developer, made sure that the facilities and services occupy the largest part of it.The Real Estate Developer of Cairo Capital Center MallCatalyst Real Estate Development Company implemented this project with the utmost professionalism, and it is characterized by the following:-Offers turnkey solutions for non-residential projects, including marketing services, turnkey solutions, project management, sales management, financial transactions, and more-It works on real estate development, real estate consultancy, and management.-It has implemented many types of real estate: commercial, administrative, health centers, and clinics-Provides facilities and property management servicesPrevious Works of Catalyst DevelopmentsThis company has developed a number of notable projects, such as:-Business Plus, which includes luxurious offices, and is characterized by allocating spaces according to need-Cairo Capital Center, which is the topic of our conversation today, is one of the largest projects implemented by the company-Elegant, which is located in the heart of New Cairo, and includes administrative, commercial, and medical units, at the highest level-Ozone, which is the largest healthcare center in New Cairo-North Plus, an integrated business center located in the heart of New Cairo, and includes various commercial and medical unitsLocation of Cairo Capital Center Project MallCatalyst has taken great care in providing a strategic location for the project, which is why it has chosen the Fifth Settlement neighborhood, specifically in the vital banks’ cluster area.It is also adjacent to 90th Street, the Air Hospital, and close to the Ring Road and Suez Road.It also provides easy access to Nasr City, Heliopolis, Rehab, and Madinaty.Areas of units in Cairo Capital CenterThe areas of the units in the mall vary, as it includes administrative units with areas starting from 59 square meters up to 550 square meters, banks with an area of ​​634 square meters, while commercial units start from 100 square meters up to 600 square meters.Design of Cairo Capital Center Mall BuildingThe Cairo Capital project extends over a large area, as it is one of the largest investment projects designed in Egypt. It is characterized by a unique design that gives luxury to every unit inside it.This project consists of six upper floors and 3 basements. It is noteworthy that the basement and floors area together reach more than 2,900 square meters, while the ground floor area is 1007 square meters.This is why there are administrative offices, banks and other important services and facilities on the ground floor.Features of the units in Cairo Capital CenterMany advantages attract individuals to invest in this huge project, the most prominent of which are:-It is distinguished as it reflects the outcome of the executing company's experiences, which makes owning a unit a real opportunity to achieve a high percentage of success and material profits-It is located away from the various sources of pollution, and the noise of the capital, providing a calm and elegant atmosphere that helps creativity-The design of its units combines the beauty of the exterior and the strength and durability of the interior design-It was equipped with advanced security systems, as well as fire detection alarm, and electronic gates-It includes a semi-central air conditioning system and a fresh airflow system-It is located near many vital areas and important projects-It contains large garages, each of which can accommodate about 164 cars-Provides all units with periodic maintenance services, including elevators or electricity and lighting, as well as periodic cleaning servicesAvailable Services in Cairo Capital Center Mall This project provides integrated services, making it an ideal choice when looking for administrative, commercial, or medical units, which increases the return on investment, and is characterized by its location in a vital area near many important facilities. Perhaps the most prominent of these services:Hospitals and Medical CentersThis project provides a range of medical units that can be purchased and own medical clinics, in addition to being located near Town Hospital, Shifa Hospital, Al Salam Hospital, Queens Royal Hospital, Naseem Hospital, Wham Clinics, Amsterdam Clinics, City Clinic, and Nabd Clinics specialty.Supermarkets and MallsThere are many services around this project that workers may need while they are in it, and the presence of several options for supermarkets less than 10 minutes away from it is an additional attraction.Among the most famous supermarkets near it are Hala Market, Jeera Market, Al Narges Market, Cairo Festival City, Silver Star Mall, Katameya Mall, Deyaar Mall, and Center Point.Recreation, activity areas, and sports clubsThis project provides a range of entertainment options and activities within it, such as cafes, and tracks that can be walked or jogged in. It also contains a social club and many sports fields.Near the mall, you will also find Al Zohour Club, Premium Club, and Tulip Club.Schools, Nurseries, and UniversitiesSince this project provides administrative, commercial, and medical units suitable for purchase and investment, business owners may wish to move their families to live in units near Cairo Capital Center Mall, and for this reason, we will refer to the nearest educational facilities in its vicinity.These are Capital International School, Beginning International School, Metropolitan International School, and Modern Language School.The mall is also close to the Canadian International College (CIC).Payment Systems for Units in Cairo Capital Center MallCatalyst provides convenient payment systems for customers, and this is represented by the following options:-Payment of 15% of the unit value in advance upon contracting, and the rest in installments over 3 years-20% of the unit value is paid in advance, and the rest is paid in installments over 4 years-25% down payment upon contracting, and the rest in installments over 5 years."
3,Restaurant For sale in Downtown,Restaurant,"الداون تاون, العاصمة الإدارية الجديدة",20 M²,"1,280,000EGP",https://aqarmap.com.eg/en/listing/3083590-for-sale-cairo-new-administrative-capital-ldwn-twn,Restaurant For sale in Downtown
3,Separate Villa AR - Prime location -Chillout Park,Separate Villa,ماونتون فيو شيل أوت بارك، كمبوند في ٦ اكتوبر,289 M²,"4,750,000EGP",https://aqarmap.com.eg/en/listing/3187277-for-sale-cairo-6th-of-october-compound-mountain-view-chillout-park,"Stand alone Villa AR type, Semi-finished, Including maintenance fees.Already delivered in Feb 2021 الحديقة بحري صريحغرفة معيشة على الروفالسعر شامل الصيانةin Cash: 4,750,000 LE شامل الصيانةتم الستلام فى فبراير 2021الصور من الموقعالكومبوند يبعد دقائق من ميدان جهينة-مول العرب-نادي الصيد المصريالفيلا بموقع متميز بواجهه بحري للحديقة الخاصة و كذلك الحديقة تطل على منطقة خضراء و مدخل الفيلا على طريق 4 غرف نوم إحداها ماستر4 حمامغرفة خادمةمساحة الأرض 328مNote: Direct from the ownerخالصة الثمن و تم الإستلام"
3,ارخص مكتب في ال CBD امام البرج الايقوني مباشرة بالعاصمة الادارية,Corporate Branch,"العاصمة الادارية , منطقة الاعمال المركزية , CBD",30 M²,"900,000EGP",https://aqarmap.com.eg/en/listing/3095958-for-sale-cairo-new-administrative-capital-cbd-1-mtdd,"Taj TowerG+42+ 4 Basement Commercial & Adminstrative CBDFirst row in front of iconic TowerThe best payments ever5% Dp equal installments 7 years.10% Dp equal installments 8 years. 15% Dp equal installments 9 years.20% Dp equal installments 10 years.We are collecting Eoi’s from today 6 DecemberVisa , Cash & bank transferCommercial 50 kAdminstrative 20 k"
3,Great Investment Opportunity: Boutique Hotel in New Cairo for sale,Building,275 زيزينيا عائلى - المستثمرين الجنوبية -التجمع الخامس - القاهرة الجديدة,1100 M²,"22,000,000EGP",https://aqarmap.com.eg/en/listing/3067403-for-sale-cairo-new-cairo-south-investors,"Stand alone building consists of 20 furnished rooms and suits located in the most prestigious area in New Cairo. 1.6 KM away from American University and 3 KM away from Point 90. Operating since 2014 and received more than 30,000 guests from Egypt and worldwide. Exists in the best reservation Hotel channels such as Booking-com and Expedia. Equiped with a modern furniture and necessary facilties. Highly secured building. Operated by competent staff offering best services and a friendly environment. Very convenient for families, professionals, tourists, universities staff, business individuals and groups. Very competitive selling price compared with newly developed Hotel apartments."
3,Apartments 165 M² For sale in New El Andalous,Apartments,"الأندلس الجديدة, القاهرة الجديدة - التجمع الخامس",165 M²,"1,320,000EGP",https://aqarmap.com.eg/en/listing/3089008-for-sale-cairo-new-cairo-new-el-andalous,Apartments 165 M² For sale in New El Andalous
3,Villas For Sale in Fourth Neighborhood,Villas,"الحي الرابع, بيت الوطن",400 M²,"2,978,450EGP",https://aqarmap.com.eg/en/listing/3066786-for-sale-cairo-new-cairo-bait-el-watan-fourth-neighborhood,Villas For Sale in Fourth Neighborhood
3,Duplex For Sale in Fourth Neighborhood,Duplex,"الحي الرابع, بيت الوطن",268 M²,"2,307,815EGP",https://aqarmap.com.eg/en/listing/3066783-for-sale-cairo-new-cairo-bait-el-watan-fourth-neighborhood,Duplex For Sale in Fourth Neighborhood
3,Apartments For Sale in Fourth Neighborhood,Apartments,"الحي الرابع, بيت الوطن",173 M²,"1,159,100EGP",https://aqarmap.com.eg/en/listing/3066780-for-sale-cairo-new-cairo-bait-el-watan-fourth-neighborhood,Apartments For Sale in Fourth Neighborhood
3,Apartments For Sale in Fourth Neighborhood,Apartments,"الحي الرابع, بيت الوطن",190 M²,"1,377,500EGP",https://aqarmap.com.eg/en/listing/3066772-for-sale-cairo-new-cairo-bait-el-watan-fourth-neighborhood,Apartments For Sale in Fourth Neighborhood
3,Administrative 65 M² For sale in MU7,Administrative,"MU7, منطقة الأعمال المركزيه",65 M²,"2,210,000EGP",https://aqarmap.com.eg/en/listing/3171374-for-sale-cairo-new-administrative-capital-mntq-l-ml-lmrkzyh-mu7,For sale - Administrative 65 M² Super lux in MU7
3,Twin House Il Bosco 247 M² Semi Finished,Twin House,IL Bosco Compound Misr Italia Properties New Capital,247 M²,"2,700,000EGP",https://aqarmap.com.eg/en/listing/3170570-for-sale-cairo-new-administrative-capital-new-capital-compounds-il-bosco,Twin House original price from developer with no over in IL Bosco Compound Misr Italia Properties 247 M² Semi Finished
3,Apartments For sale in Golf City,Roof,"جولف سيتي, العبور",170 M²,"2,500,000EGP",https://aqarmap.com.eg/en/listing/3154425-for-sale-cairo-al-oubour-golf-city,Apartments For sale in Golf City
4,own an apartment of 240m view garden of 7000m,Apartments,"الحي الأول, بيت الوطن",240 M²,"1,860,000EGP",https://aqarmap.com.eg/en/listing/3151660-for-sale-cairo-new-cairo-bait-el-watan-first-neighborhood,"view_meetvouchI own an apartment of 240m on a garden of 7000m in the cornerPrivacy inside your apartmentMain facade, third floor, recurring on the right, the price per square meter is 7500 pounds over five years15% down payment, delivery after 30 monthsIn the first district, Beit Al-Watan in the Fifth Settlement, choose your apartment in the most luxurious neighborhoods of Beit Al-Watan and always be distinguished.The most prestigious compounds (Helio Park - two minutes from Mount View - Palm Hills) in addition to the middle ring road and the new administrative capital. #Stay_always_the_bestMore than one payment system suitable for all customers, starting from 60 months.unit division:(Three bedrooms including a master room, bathroom and dressing + reception 3 pieces + living room + kitchen + 3 bathrooms + 2 terraces)Project features:View on a garden of 7000 meters - artificial waterfalls and a fountain.The project interface is modern design with the highest materialSwimming pool - gym - gym - hosting and parties hallPrivate garage - storage for items - children's play areaApartment delivery:Granite stairs and entrances.Hydraulic lift from the garage to the roof.Security and guarding.security cameras .Central shower.Intercom.Alumetal windows PS sectorMussafah apartment door.Basics of plumbing and electricity.Electricity meter and water meter.Modern facades of modern paints.Equipped garage.Land scape .photovoltaic cells.Combined fire alarm system.Electronic gates.Air conditioning holders.Flat slab roofs.Equipped with rain drain.Sorouh Company is the owner and executor of all its projects in Bait Al Watan.Two minutes from the service area, two minutes from the View Zone, the largest service area of the #home_home (hyper, entertainment, hotel, tourist, gym, commercial and medical areas), Choose the apartment that suits you"
4,Apartments For sale in Bait El Watan Ninth Neighborhood,Apartments,"بيت الوطن الحي التاسع, 6 أكتوبر",210 M²,"1,000,000EGP",https://aqarmap.com.eg/en/listing/3159733-for-sale-cairo-6th-of-october-byt-lwtn-lhy-lts,Apartments For sale in Bait El Watan Ninth Neighborhood
4,Installment office for 20 years with Investment return starting from 333% in New Capital,Offices,"الداون تاون, العاصمة الإدارية الجديدة",45 M²,"1,485,000EGP",https://aqarmap.com.eg/en/listing/3132803-for-sale-cairo-new-administrative-capital-ldwn-twn,"Administrative office for sale in the heart of the Down Town - the new administrative capital- Office space 45 meters- Price 33,000- Fully finished with AC- Investment return starting from 333%- Installment for 20 yearsCompulsory 20-year lease contract"
4,"Apartment 138 m for sale in Kattameya Gate, the best place in Egypt",Apartments,Kattameya,138 M²,"1,945,800EGP",https://aqarmap.com.eg/en/listing/1067133-projects-kattameya-gate,"Description:Kattameya gate is one of the newest projects of Memaar Al Morshedy in a new addition to the attributes of the architecture market in Egypt, at which the company is constructing it over an area of 43,700 m2, Kattameya Gate provides the concept of perfectness in the elements of building and construction as it is a residential and commercial complex which is located in a unique location in Kattameya and was designed by one of the most talented designers VDP with the latest international design trends to make the complex provide 2 floors as a parking, a commercial ground floor, and 11 repeated floors with a total of 2,479 residential units that varies from 47 m up to 156 m.Kattameya Gate provides the concept of perfection in the elements of building and construction as it is a residential and commercial complex. It provides 2 floors of underground parking, commercial ground floor, and 11 repeated floors with a total of 330 Medical units & 577 Admin units that start from 50 m2.Developer:In 1983, Mohamad Morshedy established Memaar Al Morshedy Company with a clear business strategy to penetrate the real estate development industry. Mr. Al Morshedy employed a strong team of like-minded engineers, who later became known as Degla Real Estate Development, the mainstay of Mithaq Al Morshedy.In the early years, Memaar Al Morshedy launched several multi-family apartment buildings in the Maadi area. Each of these residences offered a unique style and design that has stood the test of time.Memaar Al Morshedy projects presents a new concept of living that provides integrated development projects that combine residential, administrative and commercial buildings in one place to help our customers enjoy a more comfortable lifeLocation:Kattameya Gate is located in a privileged area of the Kattameya district, near from Kattameya road - Ain Sukhna and the Ring Road in front of other masterpiece carried out by Memaar Al Morshedy architecture that you will see yourself “One Kattameya “project.The location allows its resident's easy access to the main roads in Cairo in a few minutes to reach: The fifth statement, Maadi, Nasr City, Heliopolis, Cairo International Airport, The 6th of October City.Residential Payment facilities:7% down paymentInstallments over 90 monthsMonthly installments starting from EGP 3,650Kattameya Business Gate & Kattameya Medical Gate:5% down payment7 Years installment planDown payment starts from EGP 70,000Amenities & Services:Kattameya Gate owners have access to a full range of exclusive services and amenities that include the following: Wellness Fitness Center Spa Restaurants and Cafe Pool and Pool Lounge Concierge Services Security Gym Retail shopsBusiness & Medical  Reception Waiting area Common meeting rooms Facility Management Property Management  Sky Lounge Electricity Generator Conference Room Gym parkingIn Kattameya Gate ... Everything you need, only a few steps from your Home."
4,Apartment 107 m for sale in Kattameya Gate apartment for 7.5 years,Apartments,Kattameya,107 M²,"1,433,800EGP",https://aqarmap.com.eg/en/listing/1067142-projects-kattameya-gate,"Description:Kattameya gate is one of the newest projects of Memaar Al Morshedy in a new addition to the attributes of the architecture market in Egypt, at which the company is constructing it over an area of 43,700 m2, Kattameya Gate provides the concept of perfectness in the elements of building and construction as it is a residential and commercial complex which is located in a unique location in Kattameya and was designed by one of the most talented designers VDP with the latest international design trends to make the complex provide 2 floors as a parking, a commercial ground floor, and 11 repeated floors with a total of 2,479 residential units that varies from 47 m up to 156 m.Kattameya Gate provides the concept of perfection in the elements of building and construction as it is a residential and commercial complex. It provides 2 floors of underground parking, commercial ground floor, and 11 repeated floors with a total of 330 Medical units & 577 Admin units that start from 50 m2.Developer:In 1983, Mohamad Morshedy established Memaar Al Morshedy Company with a clear business strategy to penetrate the real estate development industry. Mr. Al Morshedy employed a strong team of like-minded engineers, who later became known as Degla Real Estate Development, the mainstay of Mithaq Al Morshedy.In the early years, Memaar Al Morshedy launched several multi-family apartment buildings in the Maadi area. Each of these residences offered a unique style and design that has stood the test of time.Memaar Al Morshedy projects presents a new concept of living that provides integrated development projects that combine residential, administrative and commercial buildings in one place to help our customers enjoy a more comfortable lifeLocation:Kattameya Gate is located in a privileged area of the Kattameya district, near from Kattameya road - Ain Sukhna and the Ring Road in front of other masterpiece carried out by Memaar Al Morshedy architecture that you will see yourself “One Kattameya “project.The location allows its resident's easy access to the main roads in Cairo in a few minutes to reach: The fifth statement, Maadi, Nasr City, Heliopolis, Cairo International Airport, The 6th of October City.Residential Payment facilities:7% down paymentInstallments over 90 monthsMonthly installments starting from EGP 3,650Kattameya Business Gate & Kattameya Medical Gate:5% down payment7 Years installment planDown payment starts from EGP 70,000Amenities & Services:Kattameya Gate owners have access to a full range of exclusive services and amenities that include the following: Wellness Fitness Center Spa Restaurants and Cafe Pool and Pool Lounge Concierge Services Security Gym Retail shopsBusiness & Medical  Reception Waiting area Common meeting rooms Facility Management Property Management  Sky Lounge Electricity Generator Conference Room Gym parkingIn Kattameya Gate ... Everything you need, only a few steps from your Home."
4,THE FIRST SKYBRIDGE LOUNGE IN NEW CAPITAL,Administrative,"الداون تاون, العاصمة الإدارية الجديدة",35 M²,"630,000EGP",https://aqarmap.com.eg/en/listing/3171817-for-sale-cairo-new-administrative-capital-new-capital-commercial-projects-sky-brydj-lfth-jrwb,THE FIRST SKYBRIDGE LOUNGE IN NEW CAPITAL
4,Shop for sale 112m in Rove Mall - New Cairo,Stores,New Cairo,112 M²,"5,919,375EGP",https://aqarmap.com.eg/en/listing/2796897-projects-rove,"Rove Mall:The ROVE project - in Mountain View ICity / New Cairo - comes on top of the list, in terms of the diversity of services, it includes 140 units of restaurants, shops, and various services with outdoor areas on both floors; Which makes it an exceptional investment opportunity for those who love sophistication and discernment.Developer:Valda Real Estate Development has relied on a combination of real estate consultancy expertise at New Avenue, and the mastery of project development at Akoya Real Estate Development. To launch the ""Rove Mall"", which is considered a commercial edifice within the elite of residential and commercial real estate, implemented by the company, and the following is the most important information regarding this promising mall.Services:Ultimate comfort is one of the priorities of the project, as Rove Mall is designed to ensure a unique and distinctive experience that reflects the taste and requirements of customers, so there are:Automated/electronic security system8 elevators8 escalators4 service elevatorsPublic toiletsLockers for staffService laneStorage areaCentral storage refrigerator for restaurantsLocation:Rove Mall is located in the most vital areas in Egypt, as it is strategically located within Mountain View iCity, New CairoPayment systems:5% down payment5% after 3 months of contracting and installments over 6 yearsor10% down payment5% after 3 months of contracting and installments over 7 yearsDelivery Date 2024"
4,Store for sale 266m with outdoor 127m in SideWalk Mall - New Cairo,Stores,New Cairo,359 M²,"24,087,500EGP",https://aqarmap.com.eg/en/listing/2725964-projects-sidewalk,"Sidewalk Mall Sidewalk Mall attracts those who are looking for a distinctive location to open their business, ensuring satisfactory profits from the beginning, along with the presence of many services that meet the needs of both visitors and customers.KVRD, when implementing the Side Walk project, took care that visitors would be able to reach the shops, and move between them easily, in addition to the wonderful design that characterizes the Side Walk, both from the inside and the outside.Details of Sidewalk Mall in New Caio Sidewalk Mall includes a variety of shops, in addition to multiple dining options as well as contains exciting entertainment areas, all of which are ideal for business and leisure.It is strategically located in one of the most densely populated areas in New Cairo and is surrounded by a group of the finest residential projects. It is also located near the American University in Cairo, which makes many students and families flock to it.Development Company of SideWalk project: A Joint Venture between OUD and KVRDThe Side Walk Mall is a joint venture between OUD and KVRD. The company supports a wide range of projects and is interested in providing amazing results in meeting the diverse real estate requirements across various sectors. The company is also currently working on establishing its own distinctive projects, including residential and commercial properties.Location of the Sidewalk MallThe Sidewalk project is distinguished by its strategic location in the Golden Square area in New Cairo, which guarantees the access of many customers to it. It is also surrounded by many high-end residential projects, all of which are factors that increase the profits of commercial projects that can be established in it. Its proximity to the American University in Cairo also helps attract undergraduates, as well as families and employees of surrounding companies.Areas of Real estate Units in Sidewalk Mall in New CairoSide Walk includes a group of commercial units of various areas, as it contains stores ranging in size from 359 m² to 1712 m², so it is suitable for large and small projects.Features of Sidewalk MallThere are many reasons why customers choose Sidewalk mall in new cairo as a home for their projects, including:It has a large area of ​​6100 square meters, which includes many services and various commercial units.Integration of Sidewalk strip shopping malls with outdoor entertainment facilities.There are places to eat to suit all tastes.Strategic location near the American University in Cairo, German University in Cairo, FUE, and CIC.It provides a lot of transportation near it, thanks to its location on one of the important roads in New Cairo, which will have the main roads leading to the destination of the new capital.There are many high-end residential projects around it.Services Available in Sidewalk MallThis project provides all the services and facilities that facilitate the workflow for project owners, as well as for its visitors. The most prominent of these services are:Availability of storage spaces that shop owners can use to store their goods.Cleaning services provide waste bins everywhere.Security and guarding services that operate around the clock, distinguished by their high accuracy, thanks to the use of professional guards as well as modern surveillance cameras.Availability of property management service upon request.ATMs and banking services that facilitate the purchase and withdrawal process while shopping for visitors.Payment Systems for units in Sidewalk MallThere are two systems for purchasing units in Side Walk, where the company that owns the project offers various payment facilities, represented in: paying 50% of the unit value, and in installments over two years, or paying 35% and paying the rest in installments over 3 years, provided that the units are delivered fully finished.Prices of Units in Sidewalk MallShops are available at the best prices in Sidewalk mall. These prices vary from one unit to another according to its area, its location in the mall, the services you benefit from, the facilities available in it, as well as the view it overlooks.Also, prices are subject to change due to fluctuations in the real estate market in general.About New CairoIf you want to know some information about New Cairo before starting your project there, here are the following points:New Cairo is strategically located between Maadi and Heliopolis, two of the most affluent residential areas in Greater Cairo.It includes many diverse services, from shopping centers and entertainment venues to schools and universities.It can be accessed through many main roads and bridges such as: the Ring Road, Moshir Tantawy Axis, Tahrir Square, New Cairo Road, and 6th of October Bridge.Its international educational institutions are diverse, such as: The British International College in Cairo, the American International School in Egypt, the New Cairo British International School, the International School of Choueifat, the Canadian International School in Egypt, and the American University in Cairo, German University in Cairo, and Future University in Egypt.It includes many entertainment areas in New Cairo, such as Cairo Festival City Mall, Downtown Mall, Porto Cairo Mall, and more."
4,"Apartment for sale in Fifth Settlement in Mountain View iCity, with installments over 7 years",Apartments,"ماونتن فيو أي سيتي, كمبوند بالتجمع الخامس",110 M²,"2,000,000EGP",https://aqarmap.com.eg/en/listing/3161175-for-sale-cairo-new-cairo-compounds-mwntn-fyw-y-syty,"Start a new life full of distinction and luxury and own your home in the finest compounds in the Fifth Settlement, Mountain View ICity- Apartment area: 110 square meters- 10% down payment and installments over 7 years without interest- Price: 2.000.000 EGPConsisting of :- 2 bedrooms - 2 bathrooms - reception - kitchenThe location of Mountain View iCity Compound, Fifth Settlement:Mountain View i city compound is one of the modern and distinguished projects affiliated to Mountain View Development and Real Estate InvestmentThe compound contains all the services that an individual dreams of, the most important of which is the distinguished geographical location in the city of the future, as it is 15 minutes away from my city and the American University- 7 minutes from the entrance to Rehab15 minutes from the American UniversityRight in front of my city- 15 Minutes From Nasr City- 15 minutes from Heliopolis- 10 minutes from the new administrative capitalMountain View iCity Compound Services, Fifth Settlement:- Wide green areas - swimming pools- 24 hour security - private parking for the residents of the compound- Gardens - Artificial Fountains- Cafes and restaurants - Commercial area- club house- Gym and Spa - BBQ and party areas- Quiet areas amidst green spaces - Medical centers"
