Page,Title,Company_name,Address,Description,Links
10,Sales Executive,Qsource ,"New Cairo, Cairo, Egypt ",Full Time | Entry Level | 0 - 1 Yrs of Exp | Sales/Retail | Sales Target | Sales | sales skills | Customer Service | English,https://wuzzuf.net/jobs/p/G101Fgiiqayu-Sales-Executive-Qsource-Cairo-Egypt?o=143&l=sp&t=sj&a=search-v3|hpb
10,Demand Planning Assistant Manager,SAVOLA ,"Nasr City, Cairo, Egypt ",Full Time | Experienced | 2 - 3 Yrs of Exp | Logistics/Supply Chain | Operations/Management | Sales/Retail | Sales Analysis | Sales Planning | Sales Operations | Operations | Planning | Supply Chain | Sales,https://wuzzuf.net/jobs/p/9lWBOi0SZqbo-Demand-Planning-Assistant-Manager-SAVOLA-Cairo-Egypt?o=144&l=sp&t=sj&a=search-v3|hpb
10,Technical Pre Sales Engineer,Deutschland Technology Limited ,"Obour City, Cairo, Egypt ",Full Time | Entry Level | 0 - 1 Yrs of Exp | females_only | Sales/Retail | Engineering - Mechanical/Electrical | Engineering - Other | Mechanical | Sales | Sales Engineering | Mechanical Engineering | Engineering | Sales Target | Sales Skills,https://wuzzuf.net/jobs/p/Sv2MLXbuDsTp-Technical-Pre-Sales-Engineer-Deutschland-Technology-Limited-Cairo-Egypt?o=145&l=sp&t=sj&a=search-v3|hpb
10,Chairman Assistant,Rady Trans ,"Bourj Alarab, Alexandria, Egypt ",Full Time | Experienced | 7 - 15 Yrs of Exp | Administration | Administration | English | Microsoft Office | Secretary | Time |  Management | Management | Heavy Equipment | Petroleum Field | Petroleum Services,https://wuzzuf.net/jobs/p/fiX6PT37GTDM-Chairman-Assistant-Rady-Trans-Alexandria-Egypt?o=146&l=sp&t=sj&a=search-v3|hpb
10,Quality Control Site Engineer,CPAS ,"Heliopolis, Cairo, Egypt ",Full Time | Experienced | 10 - 15 Yrs of Exp | Engineering - Construction/Civil/Architecture | Quality | Engineering | architectural | Civil | Leadership | Communication | quality | Quality Assurance | Quality Control,https://wuzzuf.net/jobs/p/EbPS72eP08Iz-Quality-Control-Site-Engineer-CPAS-Cairo-Egypt?o=147&l=sp&t=sj&a=search-v3|hpb
10,Maintenance Engineer,Ghalioungui  ,"Mokattam, Cairo, Egypt ",Full Time | Entry Level | 1 - 2 Yrs of Exp | Installation/Maintenance/Repair | Medical/Healthcare | Engineering - Other | Biomedical Engineering | Maintenance | Engineering | Biomedical,https://wuzzuf.net/jobs/p/k56sQYS4AjLT-Maintenance-Engineer-Ghalioungui-Cairo-Egypt?o=148&l=sp&t=sj&a=search-v3|hpb
10,HSE Manager,INTERPAC ,"10th of Ramadan City, Sharqia, Egypt ",Full Time | Manager | 10+ Yrs of Exp | males_only | Medical/Healthcare | Quality | Engineering - Other | HSE | Science | Engineering | Medicine | Veterinary | Quality | Safety,https://wuzzuf.net/jobs/p/UMODWDeuLSVV-HSE-Manager-INTERPAC-Sharqia-Egypt?o=149&l=sp&t=sj&a=search-v3|hpb
10,Sales Coordinator,Etronic Samsung ,"New Cairo, Cairo, Egypt ",Full Time | Entry Level | 1+ Yrs of Exp | Administration | Sales/Retail | Administration | Microsoft Office | Sales | office,https://wuzzuf.net/jobs/p/Yjml1Vg059Jb-Sales-Coordinator-E-tronic-Samsung-Cairo-Egypt?o=150&l=sp&t=sj&a=search-v3|hpb
11,Software Development Engineer,Talaat Moustafa Group ,"Madinaty, Cairo, Egypt ",Full Time | Experienced | 2 - 5 Yrs of Exp | IT/Software Development | Engineering - Telecom/Technology | Angular | Computer Science | Design | Development | Engineering | Information Technology (IT) | NoSQL | Programming,https://wuzzuf.net/jobs/p/cQSOEz4HpuuV-Software-Development-Engineer-Talaat-Moustafa-Group-Cairo-Egypt?o=151&l=sp&t=sj&a=search-v3|hpb
11,Direct Sales Agent,Confidential ,"Cairo, Egypt ",Full Time | Entry Level | 1 - 2 Yrs of Exp | females_preferred | Sales/Retail | Sales | Retail | Sales Skills | Sales Target | Arabic | English | Customer Service,https://wuzzuf.net/jobs/p/WiGj1ROlcM9D-Direct-Sales-Agent-Cairo-Egypt?o=152&l=sp&t=sj&a=search-v3|hpb
11,MEP Project Manager - Rehab,Talaat Moustafa Group ,"Rehab City, Cairo, Egypt ",Full Time | Manager | 10+ Yrs of Exp | Project/Program Management | Engineering - Mechanical/Electrical | Project Management | Mechanical | Projects | Electrical Engineering | Electrical | Engineering | AutoCAD,https://wuzzuf.net/jobs/p/Wl35dETj6hwO-MEP-Project-Manager---Rehab-Talaat-Moustafa-Group-Cairo-Egypt?o=153&l=sp&t=sj&a=search-v3|hpb
11,Software Tester,Talaat Moustafa Group ,"Madinaty, Cairo, Egypt ",Full Time | Entry Level | 1 - 4 Yrs of Exp | IT/Software Development | Engineering - Telecom/Technology | computer | Computer Science | Development | Information Technology (IT) | Integration | quality | Software | Software Development,https://wuzzuf.net/jobs/p/zwG7B3dndTlN-Software-Tester-Talaat-Moustafa-Group-Cairo-Egypt?o=154&l=sp&t=sj&a=search-v3|hpb
11,Operations Specialist,Talaat Moustafa Group ,"Madinaty, Cairo, Egypt ",Shift BasedEntry Level | 1 - 3 Yrs of Exp | IT/Software Development | Operations/Management | Engineering - Telecom/Technology | analytical | business | Communication | computer | Computer Science | Customer Service | Engineering,https://wuzzuf.net/jobs/p/SP0p406zkXMB-Operations-Specialist-Talaat-Moustafa-Group-Cairo-Egypt?o=155&l=sp&t=sj&a=search-v3|hpb
11,Librarian,CIC Canadian International College  ,"New Cairo, Cairo, Egypt ",Full Time | Entry Level | 1 - 3 Yrs of Exp | Administration | Administration | Library | Computer Skills | Communication skills,https://wuzzuf.net/jobs/p/kXrIh46cyLxG-Librarian-CIC--Canadian-International-College-Cairo-Egypt?o=156&l=sp&t=sj&a=search-v3|hpb
11,Automotive Sales Representative,Nacita ,"Downtown, Cairo, Egypt ",Full Time | Entry Level | 1 - 3 Yrs of Exp | males_only | Sales/Retail | Sales | Sales Skills | Sales Target | Customer Service | Customer Care | Customer Support | Automotive,https://wuzzuf.net/jobs/p/VYWQlDfw7m4f-Automotive-Sales-Representative-Nacita-Cairo-Egypt?o=157&l=sp&t=sj&a=search-v3|hpb
11,Chemist,Egyptian British Co. ,"6th of October, Giza, Egypt ",Full Time | Entry Level | 0 - 1 Yrs of Exp | R&D/Science | Engineering - Other | Chemist | Science | Sampling | Chemistry,https://wuzzuf.net/jobs/p/SgWai8FbnBHm-Chemist-Egyptian-British-Co-Giza-Egypt?o=158&l=sp&t=sj&a=search-v3|hpb
11,HR Training Specialist,PICO ,"Zamalek, Cairo, Egypt ",Full Time | Experienced | 2 - 3 Yrs of Exp | Human Resources | Training/Instructor | Human Resources (HR) | Human Resources | Recruitment | Personnel | Training | HR | Business Administration | Human,https://wuzzuf.net/jobs/p/nDcqVSIEJgQy-HR-Training-Specialist-PICO-Cairo-Egypt?o=159&l=sp&t=sj&a=search-v3|hpb
11,Software Quality Engineer,ZINAD IT ,"6th of October, Giza, Egypt ",Full Time | Experienced | 5 - 7 Yrs of Exp | IT/Software Development | Engineering - Telecom/Technology | Software | Git | Software Engineering | Programming | JavaScript | Linux | Software Development | Software Testing,https://wuzzuf.net/jobs/p/KPwg7ahMhH4D-Software-Quality-Engineer-ZINAD-IT-Giza-Egypt?o=160&l=sp&t=sj&a=search-v3|hpb
11,Senior Payroll Specialist,Ayman Afandy LLC ,"Heliopolis, Cairo, Egypt ",Full Time | Experienced | 4 - 6 Yrs of Exp | Human Resources | Compensation and Benefits | HR | Payroll | English | HR Diploma | Human Resources (HR) | Microsoft Office | Compensation | Analysis,https://wuzzuf.net/jobs/p/dSqY3PqxQfTt-Senior-Payroll-Specialist-Ayman-Afandy-LLC-Cairo-Egypt?o=161&l=sp&t=sj&a=search-v3|hpb
11,Operations Engineer,Talaat Moustafa Group ,"Madinaty, Cairo, Egypt ",Full Time | Entry Level | 0 - 2 Yrs of Exp | IT/Software Development | Operations/Management | Engineering - Telecom/Technology | Computer Science | Engineering | Information Technology (IT) | Troubleshooting | Infrastructure | Networking | Operations,https://wuzzuf.net/jobs/p/z8z8u0GVm89A-Operations-Engineer-Talaat-Moustafa-Group-Cairo-Egypt?o=162&l=sp&t=sj&a=search-v3|hpb
11,Social Media Manager / Content Writer,Prismatecs ,"Heliopolis, Cairo, Egypt ",Full Time | Entry Level | 0 - 3 Yrs of Exp | Writing/Editorial | Marketing/PR/Advertising | Media/Journalism/Publishing | Communication skills | Communication | Editing | English | Management | Marketing | SEO,https://wuzzuf.net/jobs/p/jHXe357j9PwL-Social-Media-Manager-Content-Writer-Prismatecs-Cairo-Egypt?o=163&l=sp&t=sj&a=search-v3|hpb
11,Head Of Primary,Eastlands International School ,"Shorouk City, Cairo, Egypt ",Full Time | Manager | 5+ Yrs of Exp | Operations/Management | Education/Teaching | Education | Teaching | Primary | Management,https://wuzzuf.net/jobs/p/EH87PkOQ7KBk-Head-Of-Primary-Eastlands-International-School-Cairo-Egypt?o=164&l=sp&t=sj&a=search-v3|hpb
11,Payroll Senior Specialist,PICO ,"Zamalek, Cairo, Egypt ",Full Time | Experienced | 3 - 4 Yrs of Exp | Human Resources | Human Resources (HR) | Payroll | ERP | Accounting | business | Business Administration | Human Resources | Microsoft Office,https://wuzzuf.net/jobs/p/rLoLOWzT96VT-Payroll-Senior-Specialist-PICO-Cairo-Egypt?o=165&l=sp&t=sj&a=search-v3|hpb
12,Junior IT/Helpdesk Specialist,WUZZUF ,"Maadi, Cairo, Egypt ",Full Time | Entry Level | 1 - 2 Yrs of Exp | Installation/Maintenance/Repair | IT/Software Development | Information Technology (IT) | Installation | Technical Support | HelpDesk,https://wuzzuf.net/jobs/p/hCXu2CBOhb4A-Junior-ITHelpdesk-Specialist-WUZZUF-Cairo-Egypt?o=166&l=sp&t=sj&a=search-v3|hpb
12,Product Specialist - Mansoura,Ghalioungui  ,"Mansoura, Dakahlia, Egypt ",Full Time | Entry Level | 0 - 2 Yrs of Exp | Medical/Healthcare | Sales/Retail | Engineering - Other | Biomedical Engineering | Sales | Medical | mansoura | Pharmaceutical | Biotechnology | Biomedical,https://wuzzuf.net/jobs/p/fDPxzgcdzRmL-Product-Specialist---Mansoura-Ghalioungui-Dakahlia-Egypt?o=167&l=sp&t=sj&a=search-v3|hpb
12,Distributions Channels Manager,Microtech ,"Dokki, Giza, Egypt ",Full Time | Manager | 4 - 10 Yrs of Exp | Business Development | Operations/Management | Sales/Retail | Accounting | Computer Skills | Distribution | Management | Sales | Sales Skills | English,https://wuzzuf.net/jobs/p/x0HqfpceDT4M-Distributions-Channels-Manager-Microtech-Giza-Egypt?o=168&l=sp&t=sj&a=search-v3|hpb
12,Product Specialist,Ghalioungui  ,"Mokattam, Cairo, Egypt ",Full Time | Entry Level | 0 - 3 Yrs of Exp | Medical/Healthcare | Sales/Retail | Engineering - Other | Biomedical Engineering | Engineering | Medical Sales | Medical Devices Sales | Electronic Engineering | Medical Engineering | English,https://wuzzuf.net/jobs/p/J3xuyb5dL7gE-Product-Specialist-Ghalioungui-Cairo-Egypt?o=169&l=sp&t=sj&a=search-v3|hpb
12,Technical Sales Engineer - Alexandria,Confidential ,"Alibrahimiyyah, Alexandria, Egypt ",Full Time | Experienced | 2+ Yrs of Exp | Sales/Retail | Engineering - Mechanical/Electrical | Inside Sales | Upselling | Indoor Sales | Outdoor Sales | Sales Skills | Mechanical Engineering | Mechantronics | Electrical Engineering,https://wuzzuf.net/jobs/p/nEZ9Suyalmz7-Technical-Sales-Engineer---Alexandria-Alexandria-Egypt?o=170&l=sp&t=sj&a=search-v3|hpb
12,Graphic Designer,Riadco 2000 ,"Obour City, Cairo, Egypt ",Full Time | Experienced | 3+ Yrs of Exp | Creative/Design/Art | Graphic Design | Design | Fine Arts | Marketing | E-marketing | Market Research | Social Media | Media | CSS3,https://wuzzuf.net/jobs/p/GurDlhoy8sUy-Graphic-Designer-Riadco-2000-Cairo-Egypt?o=171&l=sp&t=sj&a=search-v3|hpb
12,Pharmacist Intern,Tekvya ,"Cairo, Egypt ",InternshipEntry Level | Pharmaceutical | Pharmacy | Pharmacy Management,https://wuzzuf.net/jobs/p/eIqm9pFMqGeC-Pharmacist-Intern-Tekvya-Cairo-Egypt?o=172&l=sp&t=sj&a=search-v3|hpb
12,Application Engineer (Mechanical Analysis Support),Promech Engineering ,"Maadi, Cairo, Egypt ",Full Time | Entry Level | 2+ Yrs of Exp | IT/Software Development | Engineering - Telecom/Technology | Engineering - Mechanical/Electrical | Mechanical | Engineering | CAD | Software | Mechanical Engineering | Communication skills | Computer Engineering,https://wuzzuf.net/jobs/p/b9qubh5FVrbd-Application-Engineer-Mechanical-Analysis-Support-Promech-Engineering-Cairo-Egypt?o=173&l=sp&t=sj&a=search-v3|hpb
12,Software Sales Executive,Soft Grow for Information Technologies ,"New Cairo, Cairo, Egypt ",Full Time | Experienced | 2+ Yrs of Exp | Business Development | IT/Software Development | Sales/Retail | Presentation Skills | Sales | sales skills | Sales Target | Software | Software Sales | ERP,https://wuzzuf.net/jobs/p/bIyX2XAA8xkO-Software-Sales-Executive-Soft-Grow-for-Information-Technologies-Cairo-Egypt?o=174&l=sp&t=sj&a=search-v3|hpb
12,People Success Executive,ITCan ,"New Cairo, Cairo, Egypt ",Full Time | Entry Level | 1 - 3 Yrs of Exp | Human Resources | People Management | Communication | Collaboration Skills | Relationship | Building | Leadership | Research Skills | Strategic Thinking | Analytical & Critical Thinking,https://wuzzuf.net/jobs/p/BPeuSrWqJQTe-People-Success-Executive-ITCan-Cairo-Egypt?o=175&l=sp&t=sj&a=search-v3|hpb
12,Usher,Sagueny Group ,"Heliopolis, Cairo, Egypt ",Freelance / ProjectEntry Level | 1+ Yrs of Exp | females_only | Customer Service/Support | Ushering | Customer Support | Customer Service | English | Communication,https://wuzzuf.net/jobs/p/3giPHg45S2Cw-Usher-Sagueny-Group-Cairo-Egypt?o=176&l=sp&t=sj&a=search-v3|hpb
12,Network Consultant,Orange Business Services ,"Nasr City, Cairo, Egypt ",Full Time | Experienced | 7+ Yrs of Exp | IT/Software Development | Engineering - Telecom/Technology | CCIE | Networking | SDWAN | SD-WAN | CCNP | CCDP | CCIP | WAN,https://wuzzuf.net/jobs/p/MN6d1ImdjbR9-Network-Consultant-Orange-Business-Services-Cairo-Egypt?o=177&l=sp&t=sj&a=search-v3|hpb
12,Data Scientist/ML Engineer,TMentors ,"Maadi, Cairo, Egypt ",Full Time | Entry Level | 1 - 3 Yrs of Exp | IT/Software Development | Engineering - Telecom/Technology | Computer Science | Machine Learning | Data Science | Python | Engineering | ETL | Cloud | Information Technology (IT),https://wuzzuf.net/jobs/p/NaUwcCGGtNq1-Data-ScientistML-Engineer-TMentors-Cairo-Egypt?o=178&l=sp&t=sj&a=search-v3|hpb
12,HR Specialist,FIXBOND ,"Smouha, Alexandria, Egypt ",InternshipEntry Level | Human Resources | HRMS | Human Resources (HR) | Microsoft Office | Recruitment | HR | Personnel,https://wuzzuf.net/jobs/p/QjxnnyaZlW35-HR-Specialist-FIXBOND-Alexandria-Egypt?o=179&l=sp&t=sj&a=search-v3|hpb
12,IT Sales Manager,ServerHub ,"Dallas, United States ",Full Time | Work From HomeManager | 5 - 10 Yrs of Exp | Business Development | IT/Software Development | Sales/Retail | Information Technology (IT) | IT | Sales | Planning | CRM | Sales Plan | Business Development,https://wuzzuf.net/jobs/p/TXYaV4XkCgbq-IT-Sales-Manager-ServerHub-Dallas-United-States?o=180&l=sp&t=sj&a=search-v3|hpb
13,Senior Marketing Manager (Remote),ServerHub ,"Dallas, United States ",Full Time | Work From HomeManager | 5 - 6 Yrs of Exp | Business Development | Marketing/PR/Advertising | Media/Journalism/Publishing | Manager | Marketing manager | Communication | Market Research | Marketing | Sales | Social Media,https://wuzzuf.net/jobs/p/onkbYmBzQFaG-Senior-Marketing-Manager-Remote-ServerHub-Dallas-United-States?o=181&l=sp&t=sj&a=search-v3|hpb
13,Site Mechanical Engineer,HTC group ,"Cairo, Egypt ",Full Time | Entry Level | 1 - 3 Yrs of Exp | males_only | Engineering - Mechanical/Electrical | Mechanical Engineering | Mechanical | Engineering | Communication Skills | Site Engineering | Maintenance,https://wuzzuf.net/jobs/p/imf1d5h2ORhb-Site-Mechanical-Engineer-HTC-group-Cairo-Egypt?o=182&l=sp&t=sj&a=search-v3|hpb
13,Ship To Box - Customer Service Representative,Ship To Box ,"Sheikh Zayed, Giza, Egypt ",Full Time | Entry Level | 1+ Yrs of Exp | males_only | Customer Service/Support | Logistics/Supply Chain | Sales/Retail | Customer Service | Customer Care | Customer Support | Call Center | Shipping | Logistics | English,https://wuzzuf.net/jobs/p/rJDQNuvJVYXd-Ship-To-Box---Customer-Service-Representative-Ship-To-Box-Giza-Egypt?o=183&l=sp&t=sj&a=search-v3|hpb
13,Female Administrative Services Specialist - New Cairo,Psychology Center ,"New Cairo, Cairo, Egypt ",Full Time | Entry Level | 1 - 2 Yrs of Exp | females_only | Administration | Administration | Customer Care | Customer Support | Management | Microsoft Office | Customer Service | Communication | English | Admin,https://wuzzuf.net/jobs/p/g2EPRitwCpgl-Female-Administrative-Services-Specialist---New-Cairo-Psychology-Center-Cairo-Egypt?o=184&l=sp&t=sj&a=search-v3|hpb
13,Accountant,Confidential ,"Mohandessin, Giza, Egypt ",Full Time | Experienced | 3 - 5 Yrs of Exp | Accounting/Finance | Accounting | Finance | Financial Analysis | Microsoft Office | Construction | accountant | Financial Management,https://wuzzuf.net/jobs/p/q3YkUWzSJ0oa-Accountant-Giza-Egypt?o=185&l=sp&t=sj&a=search-v3|hpb
13,ERP Developer | Java,Confidential ,"Heliopolis, Cairo, Egypt ",Full Time | Experienced | 2 - 4 Yrs of Exp | IT/Software Development | Engineering - Telecom/Technology | ERP | Java | NetSuite | Information Technology (IT) | Software Development | Computer Science,https://wuzzuf.net/jobs/p/hir7vpvrZMvl-ERP-Developer-Java-Cairo-Egypt?o=186&l=sp&t=sj&a=search-v3|hpb
13,Merchant Account Manager,waffarha.com ,"Downtown, Cairo, Egypt ",Full Time | Experienced | 2 - 3 Yrs of Exp | Customer Service/Support | Marketing/PR/Advertising | Sales/Retail | business | Marketing | MS Office | Sales | sales skills | Sales Target | Skills,https://wuzzuf.net/jobs/p/bgguN11bO0X5-Merchant-Account-Manager-waffarha-com-Cairo-Egypt?o=187&l=sp&t=sj&a=search-v3|hpb
13,Accounts Payable Specialist,Neisco for Modern Water Systems Production ,"Nasr City, Cairo, Egypt ",Full Time | Entry Level | 1 - 3 Yrs of Exp | males_only | Accounting/Finance | Accounts Payable | Accounting | accountant | Finance | Financial Analysis | Manufacturing | Microsoft Office,https://wuzzuf.net/jobs/p/hWd0foCMDGbs-Accounts-Payable-Specialist-Neisco-for-Modern-Water-Systems-Production-Cairo-Egypt?o=188&l=sp&t=sj&a=search-v3|hpb
13,Online Sales Specialist,Kashier Payment Solutions ,"Zamalek, Cairo, Egypt ",Full Time | Experienced | 2 - 3 Yrs of Exp | Customer Service/Support | Sales/Retail | Customer | Customer Service | Sales | Sales Skills | Sales Target | Online Sales | CRM | Communication Skills,https://wuzzuf.net/jobs/p/tBjxYkbkHEjO-Online-Sales-Specialist-Kashier-Payment-Solutions-Cairo-Egypt?o=189&l=sp&t=sj&a=search-v3|hpb
13,Events Sales & Sponsorship Manager,Hala Consulting  ,"Cairo, Egypt ",Full Time | Manager | 3 - 7 Yrs of Exp | Marketing/PR/Advertising | Sales/Retail | Event Management | Sponsorship | Sales Plans | Conferences | communications | Microsoft Office | Events,https://wuzzuf.net/jobs/p/KGPnPw10OF5I-Events-Sales-Sponsorship-Manager-Hala-Consulting-Cairo-Egypt?o=190&l=sp&t=sj&a=search-v3|hpb
13,Production & Material Planner,Mamiba  ,"6th of October, Giza, Egypt ",Full Time | Experienced | 2 - 5 Yrs of Exp | Logistics/Supply Chain | Manufacturing/Production | Engineering - Other | CPIM | SCM | Supply Chain | Microsoft Office | Microsoft Access | Manufacturing | Production,https://wuzzuf.net/jobs/p/b8GagGAANPE6-Production-Material-Planner-Mamiba-Giza-Egypt?o=191&l=sp&t=sj&a=search-v3|hpb
13,German Non Voice Agent - Morning Shifts,Raya Customer Experience ,"6th of October, Giza, Egypt ",Full Time | Entry Level | 1+ Yrs of Exp | Customer Service/Support | Customer Care | Customer Service | German | Customer Support | October | CSR | Technical Support | German speaker,https://wuzzuf.net/jobs/p/MJZUqki03pK2-German-Non-Voice-Agent---Morning-Shifts-Raya-Customer-Experience-Giza-Egypt?o=192&l=sp&t=sj&a=search-v3|hpb
13,Indoor Sales Representative,Pioneer Media Academy ,"6th of October, Giza, Egypt ",Full Time | Experienced | 3 - 5 Yrs of Exp | Customer Service/Support | Sales/Retail | Media | Telecommunication | Sales | Sales Skills | Sales Target | Experience | Indoor Sales | Customer Relations,https://wuzzuf.net/jobs/p/DE0qZImFNK15-Indoor-Sales-Representative-Pioneer-Media-Academy-Giza-Egypt?o=193&l=sp&t=sj&a=search-v3|hpb
13,Digital Marketing Strategist,JUMPPEAK ,"Sheikh Zayed, Giza, Egypt ",Full Time | Experienced | 3 - 5 Yrs of Exp | Marketing/PR/Advertising | Media/Journalism/Publishing | Communication | Digital Marketing | Marketing | Advertising | Digital | Technical Presentations | Online Marketing | Google Analytics,https://wuzzuf.net/jobs/p/qH8k1tBAbFve-Digital-Marketing-Strategist-JUMPPEAK-Giza-Egypt?o=194&l=sp&t=sj&a=search-v3|hpb
13,Senior QA Hybrid Engineer – Automation & Manual,CEPRES ,"Sheikh Zayed, Giza, Egypt ",Full Time | Experienced | 5 - 10 Yrs of Exp | IT/Software Development | Quality | Engineering - Telecom/Technology | Automation | QA | Quality Control | Manual Testing | Testing | Software Testing | Automation Testing,https://wuzzuf.net/jobs/p/jMvY8XxCsvFb-Senior-QA-Hybrid-Engineer-–-Automation-Manual-CEPRES-Giza-Egypt?o=195&l=sp&t=sj&a=search-v3|hpb
14,Senior Sales Specialist,Dawood investments ,"Nasr City, Cairo, Egypt ",Full Time | Experienced | 3 - 4 Yrs of Exp | Sales/Retail | sales skills | Sales Target | Sales | E-Learning | Digital Education | Education | IT,https://wuzzuf.net/jobs/p/UYmtQQNKBsRo-Senior-Sales-Specialist-Dawood-investments-Cairo-Egypt?o=196&l=sp&t=sj&a=search-v3|hpb
14,Ship To Box - Marketing Associate,Ship To Box ,"Sheikh Zayed, Giza, Egypt ",Full Time | Entry Level | 1+ Yrs of Exp | Creative/Design/Art | Marketing/PR/Advertising | Media/Journalism/Publishing | blog writing | Marketing | Social Media | Graphic Design | Digital Marketing | Market Research,https://wuzzuf.net/jobs/p/KcqEi5SMG5en-Ship-To-Box---Marketing-Associate-Ship-To-Box-Giza-Egypt?o=197&l=sp&t=sj&a=search-v3|hpb
14,Call Center Agent,Raya Customer Experience ,"6th of October, Giza, Egypt ",Full Time | Entry Level | 0 - 1 Yrs of Exp | Customer Service/Support | Customer Care | Customer Service | Customer Support | Call Center | English,https://wuzzuf.net/jobs/p/rcbtq71sGU4I-Call-Center-Agent-Raya-Customer-Experience-Giza-Egypt?o=198&l=sp&t=sj&a=search-v3|hpb
14,Senior Java Analyst,BBIConsultancy ,"Cairo, Egypt ",Full Time | Experienced | 2 - 5 Yrs of Exp | IT/Software Development | Engineering - Telecom/Technology | Java | RESTful APIs | RESTful | REST | Soup | Git | Maven | SQL,https://wuzzuf.net/jobs/p/VI9PafMf4s51-Senior-Java-Analyst-BBI-Consultancy-Cairo-Egypt?o=199&l=sp&t=sj&a=search-v3|hpb
14,Senior Big Data Analyst,BBIConsultancy ,"Cairo, Egypt ",Full Time | Experienced | 2 - 5 Yrs of Exp | IT/Software Development | Engineering - Telecom/Technology | Big Data | Data Analysis | #kafka | NoSQL Database | HBase | Cassandra | MongoDB | Information Technology (IT),https://wuzzuf.net/jobs/p/jwIkiaNG1M3O-Senior-Big-Data-Analyst-BBI-Consultancy-Cairo-Egypt?o=200&l=sp&t=sj&a=search-v3|hpb
14,Accountant,Statements for Consulting ,"New Cairo, Cairo, Egypt ",Full Time | Entry Level | 1 - 3 Yrs of Exp | Accounting/Finance | Accounting | Finance | Financial Analysis | ERP systems | MS Office | English | Communication skills,https://wuzzuf.net/jobs/p/zfmWhOQDY0c5-Accountant-Statements-for-Consulting-Cairo-Egypt?o=201&l=sp&t=sj&a=search-v3|hpb
14,Social Media Moderator,Hatolna ,"Heliopolis, Cairo, Egypt ",Full Time | Entry Level | 0 - 1 Yrs of Exp | Marketing/PR/Advertising | Media/Journalism/Publishing | Fashion | Marketing | Social Media | Public Relations (PR) | Digital Marketing | Online Marketing | Media | Account Management,https://wuzzuf.net/jobs/p/ybwpgSFf4yQz-Social-Media-Moderator-Hatolna-Cairo-Egypt?o=202&l=sp&t=sj&a=search-v3|hpb
14,Social Media Moderator,iSchool ,"Nasr City, Cairo, Egypt ",Full Time | Entry Level | 1 - 3 Yrs of Exp | Marketing/PR/Advertising | Media/Journalism/Publishing | Communication skills | Marketing | E-Marketing | Communication | media | Skills | Social Media | Writing,https://wuzzuf.net/jobs/p/y5q6bb05Oeon-Social-Media-Moderator-iSchool-Cairo-Egypt?o=203&l=sp&t=sj&a=search-v3|hpb
14,Digital Marketing Supervisor,Confidential ,"Maadi, Cairo, Egypt ",Full Time | Manager | 3 - 4 Yrs of Exp | Marketing/PR/Advertising | Media/Journalism/Publishing | Social Media | Digital Marketing | Marketing | Supervisor,https://wuzzuf.net/jobs/p/HV3zWQmJ864F-Digital-Marketing-Supervisor-Cairo-Egypt?o=204&l=sp&t=sj&a=search-v3|hpb
14,Sales Specialist,Kotobna ,"Dokki, Giza, Egypt ",Full Time | Entry Level | 1 - 5 Yrs of Exp | Business Development | Marketing/PR/Advertising | Sales/Retail | kotobna | sales | Publishing | Marketing | Online Marketing | Ecommerce | Training,https://wuzzuf.net/jobs/p/x8Kz3VQbyMVG-Sales-Specialist-Kotobna-Giza-Egypt?o=205&l=sp&t=sj&a=search-v3|hpb
14,Mail & Chat Agent,Raya Customer Experience ,"Abbassia, Cairo, Egypt ",Full Time | Entry Level | 1+ Yrs of Exp | Customer Service/Support | Customer Service | Customer Support | Web Chat | Communication | Customer Care | English | Typing | Mail&Chat | BackOffice,https://wuzzuf.net/jobs/p/cZJ6H53S9SQL-Mail-Chat-Agent-Raya-Customer-Experience-Cairo-Egypt?o=206&l=sp&t=sj&a=search-v3|hpb
14,Facilities Administrator,Aman ,"Giza, Egypt ",Full Time | Experienced | 2 - 4 Yrs of Exp | Administration | Logistics/Supply Chain | Facility Management | Administration | Office management | Microsoft Office | English,https://wuzzuf.net/jobs/p/BEi6hq8FHydL-Facilities-Administrator-Aman-Giza-Egypt?o=207&l=sp&t=sj&a=search-v3|hpb
14,Recruitment Specialist,Confidential ,"Sheraton, Cairo, Egypt ",Full Time | Experienced | 3 - 5 Yrs of Exp | Human Resources | Human Resources (HR) | Recruiter | Recruitment | Personnel | Human Resources | human resources management | Ecommerce | Business Administration | Sourcing,https://wuzzuf.net/jobs/p/BrugEcYlcTlv-Recruitment-Specialist-Cairo-Egypt?o=208&l=sp&t=sj&a=search-v3|hpb
14,Digital Marketing Specialist,LG Electronics ,"New Cairo, Cairo, Egypt ",Full Time | Experienced | 3 - 6 Yrs of Exp | Marketing/PR/Advertising | Media/Journalism/Publishing | Digital Marketing | E-marketing | Social Media | Electronics | Marketing | Media | English | Online Marketing,https://wuzzuf.net/jobs/p/pevt3b9ruMjM-Digital-Marketing-Specialist-LG-Electronics-Cairo-Egypt?o=209&l=sp&t=sj&a=search-v3|hpb
